2017/11/08	CT	 ZAR	     nan	     nan
2017/11/08	CT	 SGD	     nan	     nan
2017/11/08	CT	 CHF	     nan	     nan
2017/11/08	CT	 SEK	     nan	     nan
2017/11/08	CT	 THB	     nan	     nan
2017/11/08	CT	 IDR	     nan	     nan
2017/11/08	CT	 INR	     nan	     nan
2017/11/08	CT	 MYR	     nan	     nan
2017/11/08	CT	 PHP	     nan	     nan
2017/11/08	CT	 VND	     nan	     nan
2017/11/08	CT	 KRW	     nan	     nan
2017/11/08	      ES	USD	   30.14	   30.24
2017/11/08	      ES	HKD	   3.842	   3.902
2017/11/08	      ES	JPY	  0.2629	  0.2669
2017/11/08	      ES	EUR	   34.78	   35.18
2017/11/08	      ES	GBP	   39.37	   39.77
2017/11/08	      ES	AUD	   23.03	   23.23
2017/11/08	      ES	CAD	   23.61	   23.79
2017/11/08	      ES	CHF	   30.07	   30.27
2017/11/08	      ES	SGD	   22.07	   22.23
2017/11/08	      ES	THB	   0.892	   0.932
2017/11/08	      ES	NZD	   20.85	   21.09
2017/11/08	      ES	SEK	   3.569	   3.629
2017/11/08	      ES	ZAR	   2.069	   2.189
2017/11/08	      ES	CNY	   4.524	   4.574
2017/11/08	      ES	MXN	   1.519	   1.639
2017/11/08	      HSBC	USD	  29.882	  30.482
2017/11/08	      HSBC	EUR	34.48729	35.46658
2017/11/08	      HSBC	GBP	38.73363	40.41879
2017/11/08	      HSBC	AUD	22.80024	23.47012
2017/11/08	      HSBC	NZD	       -	       -
2017/11/08	      HSBC	HKD	 3.74431	 3.99795
2017/11/08	      HSBC	CAD	       -	       -
2017/11/08	      HSBC	SGD	       -	       -
2017/11/08	      HSBC	CHF	       -	       -
2017/11/08	      HSBC	JPY	0.2589688	0.2703875
2017/11/08	      HSBC	SEK	       -	       -
2017/11/08	      HSBC	ZAR	       -	       -
2017/11/08	      HSBC	CNY	 4.42673	 4.67273
2017/11/08	       BOT	USD	   29.84	  30.382
2017/11/08	       BOT	HKD	   3.722	   3.917
2017/11/08	       BOT	GBP	   38.51	   40.44
2017/11/08	       BOT	AUD	   22.83	   23.49
2017/11/08	       BOT	CAD	   23.33	   24.07
2017/11/08	       BOT	SGD	   21.65	   22.43
2017/11/08	       BOT	CHF	   29.49	   30.55
2017/11/08	       BOT	JPY	  0.2565	  0.2675
2017/11/08	       BOT	ZAR	       -	       -
2017/11/08	       BOT	SEK	    3.21	    3.72
2017/11/08	       BOT	NZD	   20.63	   21.26
2017/11/08	       BOT	THB	  0.8081	  0.9511
2017/11/08	       BOT	PHP	  0.5392	  0.6722
